B;004;371355;1;20181008 01:11;;;800;PACIFIC HWY;MOONEE;2259;40.55;H;20180628;20180928;3600000;SP1;3;COMMERCIAL;;SSA;;0;AN749353;
B;004;371355;1;20210125 01:00;;;800;PACIFIC HWY;MOONEE;2259;40.55;H;20201118;20201222;10000000;SP1;V;VACANT LAND;;SSA;;0;AQ681902;
B;152;1708715;119;20010719 11:47;;;;SMITHS RD;MOONEE;2450;1.5;H;20010213;20010213;0;R;R;;;UF;;;7522137;
B;152;1709124;120;20010719 11:47;;;;PH MOONEE PH PORS;MOONEE;2450;4047;M;20010306;20010326;145000;R;R;;;RD;;;7522034;
B;152;1709405;121;20010719 11:47;;;;HERITAGE DR;MOONEE;2450;1.008;H;20010202;20010327;75000;R;V;;;UP;;;7535126;
B;152;1709412;122;20010719 11:47;;;;HERITAGE DR;MOONEE;2450;1.022;H;20010228;20010328;67500;R;V;;;UP;;;7513700;
B;152;1709440;123;20010719 11:47;;;;PINEHYRST DR;MOONEE;2450;1.119;H;20010227;20010327;82000;R;V;;;UP;;;7521255;
B;152;1709441;124;20010719 11:47;;;;PINEHYRST DR;MOONEE;2450;1.014;H;20010207;20010406;83000;R;V;;;UP;;;7542621;
B;152;1709445;125;20010719 11:47;;;;PINEHYRST DR;MOONEE;2450;1.034;H;20010301;20010329;84000;R;V;;;UP;;;7527777;
B;152;1709478;126;20010719 11:47;;;;PH MOONEE DP 16152;MOONEE;2450;1514;M;19990508;19990508;0;R;V;;;RA;;;7553683;
B;152;1709019;117;20011109 10:49;;;;PH MOONEE PH PORS;MOONEE;2450;3.069;H;20010724;20010821;134000;A;R;RESIDENCE;;CC;AC;;7884366;
B;152;1709189;118;20011109 10:49;;;;RODEO CT;MOONEE;2450;6100;M;20010703;20010731;65000;R;R;RESIDENCE;;RP;RV;;7865804;
B;152;1709285;119;20011109 10:49;;;;PH MOONEE PH PORS;MOONEE;2450;4035;M;20010528;20010528;340000;R;R;RESIDENCE;;RQ;RR;;7829437;
B;152;1709570;120;20011109 10:49;;;;PH MOONEE DP 26943;MOONEE;2450;758.8;M;20010628;20010719;210000;A;R;RESIDENCE;;DA;AC;;7840782;
B;152;1709196;132;20020102 12:48;;;;RODEO CT;MOONEE;2450;6051;M;20011204;20011212;84000;R;V;VACANT LAND;;RP;;;8207562;
B;152;1709435;136;20020102 12:48;;;;PARKWOOD CL;MOONEE;2450;1.034;H;20011026;20011207;86000;R;V;VACANT LAND;;UP;;;8190458;
B;152;2862751;187;20020102 12:48;;;;SKINNER CL;MOONEE;2450;6003;M;20010807;20011024;57500;;V;VACANT LAND;;;RV;;8142428;
B;152;2870497;192;20020102 12:48;;;;LYNDHURST CL;MOONEE;2450;1.082;H;20011015;20011120;70000;R;V;VACANT LAND;;UP;RV;;8172102;
B;152;1708462;150;20011109 08:54;;;;PH MOONEE PH PORS;MOONEE;2450;4840;M;20010511;20010716;125000;R;R;RESIDENCE;;UF;RR;;7807561;
B;152;1708834;152;20011109 08:54;;;;PH MOONEE PH PORS;MOONEE;2450;7.871;H;20010206;20010410;74500;R;V;VACANT LAND;;RR;RV;;7765939;
B;152;1709178;153;20011109 08:54;;;;PH MOONEE PH PORS;MOONEE;2450;6000;M;20010424;20010515;192000;R;R;RESIDENCE;;RP;RR;;7775888;
B;152;1709427;154;20011109 08:54;;;;PARKWOOD CL;MOONEE;2450;1.014;H;20010406;20010706;77000;R;V;VACANT LAND;;UP;RV;;7749737;
B;152;1709185;155;20010720 10:25;;;;DISCOVERY DR;MOONEE;2450;6015;M;20010420;20010518;72500;R;R;;;RP;;;7683685;
