B;087;762239;47;20010719 12:01;;5;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20010411;20010424;205000;;R;;5;;;;7562372;
B;087;756631;15;20011109 11:35;;5;4;CLIFFORD ST;SPIT JUNCTION;2088;;;20010608;20010716;355000;;R;RESIDENCE;5;;;;7818523;
B;087;756687;16;20011109 11:35;;17;14;CLIFFORD ST;SPIT JUNCTION;2088;;;20010507;20010615;260000;;R;RESIDENCE;17;;;;7880510;
B;087;762190;53;20011109 11:36;;;84;OURIMBAH RD;SPIT JUNCTION;2088;588.1;M;20001111;20010209;717500;A;3;;;AS;;;7410720;
B;087;762239;54;20011109 11:36;;34;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20010606;20010727;215000;;R;RESIDENCE;34;;;;7818087;
B;087;762364;55;20011109 11:36;;2;181;OURIMBAH RD;SPIT JUNCTION;2088;;;20010721;20010727;375000;;R;RESIDENCE;2;;;;7820373;
B;087;756528;17;20020102 13:05;;11;5;CLIFFORD ST;SPIT JUNCTION;2088;;;20011106;20011212;642000;;R;RESIDENCE;11;;;;8205497;
B;087;758158;28;20020102 13:05;;15;8;HEYDON ST;SPIT JUNCTION;2088;;;20011114;20011212;850000;;R;RESIDENCE;15;;;;8202763;
B;087;758158;29;20020102 13:05;;21;8;HEYDON ST;SPIT JUNCTION;2088;;;20010912;20011210;750000;;R;RESIDENCE;21;;;;8211269;
B;087;762226;44;20020102 13:05;;;32;OURIMBAH RD;SPIT JUNCTION;2088;245.7;M;20011024;20011213;600000;A;R;RESIDENCE;;AS;;;8216501;
B;087;762228;45;20020102 13:05;;;28;OURIMBAH RD;SPIT JUNCTION;2088;;;20011026;20011203;620000;A;R;RESIDENCE;;AS;;;8195020;
B;087;762239;46;20020102 13:05;;6;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20010921;20011123;210000;;R;RESIDENCE;6;;;;8166939;
B;087;763259;50;20020102 13:05;;4;1;PUNCH ST;SPIT JUNCTION;2088;;;20010831;20011123;420000;;R;RESIDENCE;4;;;;8155421;
B;087;759688;70;20020102 13:05;;1;571;MILITARY RD;SPIT JUNCTION;2088;;;20011009;20011120;1816000;;3;SHOPS;1;;;;8142988;
B;087;759688;71;20020102 13:05;;2;571;MILITARY RD;SPIT JUNCTION;2088;;;20011009;20011120;1816000;;3;SHOPS;2;;;;8142988;
B;087;757145;24;20011109 09:30;;;46;DALTON RD;SPIT JUNCTION;2088;;;20010313;20010706;780000;A;R;RESIDENCE;;AN;;;7801826;
B;087;758123;33;20011109 09:30;;5;17;HEYDON ST;SPIT JUNCTION;2088;;;20010514;20010625;445000;;R;RESIDENCE;5;;;;7812365;
B;087;762149;60;20011109 09:30;;12;96;OURIMBAH RD;SPIT JUNCTION;2088;;;20010316;20010427;340000;;R;RESIDENCE;12;;;;7814277;
B;087;762149;61;20011109 09:30;;28;96;OURIMBAH RD;SPIT JUNCTION;2088;;;20010316;20010427;340000;;R;RESIDENCE;28;;;;7814277;
B;087;762239;62;20011109 09:30;;3;2;OURIMBAH RD;SPIT JUNCTION;2088;;;20010614;20010727;225000;;R;RESIDENCE;3;;;;7812385;
B;087;762319;63;20011109 09:30;;;89;OURIMBAH RD;SPIT JUNCTION;2088;234;M;20010510;20010630;560000;A;R;RESIDENCE;;AS;;;7734341;
