B;087;762549;49;20010719 12:01;;;23;PARRIWI RD;THE SPIT;2088;1619;M;20001212;20010330;3300000;A;R;;;AC;;;7530476;
B;087;762626;50;20010719 12:01;;6;;PARRIWI RD;THE SPIT;2088;;;20010119;20010330;875000;;R;;6;;;;7565004;
B;087;762539;56;20011109 11:36;;1;9 A;PARRIWI RD;THE SPIT;2088;;;20010821;20010821;1200000;;R;RESIDENCE;1;;;;7893916;
B;087;762647;51;20010720 09:28;;;20;PARRIWI RD;THE SPIT;2088;;;20001208;20010608;1300000;A;R;;;AC;;;7703720;
B;087;762514;95;20010822 12:48;;15;7;PARRIWI RD;THE SPIT;2088;;;20010510;20010510;0;;3;NULL;15;;;;7600325;
B;087;762581;46;20011203 13:01;;;63;PARRIWI RD;THE SPIT;2088;890.4;M;20010911;20011023;3500000;A;R;RESIDENCE;;AC;;;8054854;
B;087;762582;47;20011203 13:01;;;65;PARRIWI RD;THE SPIT;2088;;;20010817;20011109;4200000;A;R;RESIDENCE;;AC;;;8116637;
B;087;762626;48;20011203 13:01;;3;;PARRIWI RD;THE SPIT;2088;;;20010608;20011031;880000;;R;RESIDENCE;3;;;;8081225;
B;087;767174;84;20011203 13:01;;2;5;UPPER SPIT RD;THE SPIT;2088;;;20011026;20011116;3000000;;R;RESIDENCE;2;;;;8135104;
B;087;762507;42;20020109 09:50;;4;3;PARRIWI RD;THE SPIT;2088;;;20010824;20010921;582500;;R;RESIDENCE;4;;;;8024978;
B;087;762514;43;20020109 09:50;;8;7;PARRIWI RD;THE SPIT;2088;;;20010716;20011016;675000;;R;RESIDENCE;8;;;;8032341;
B;087;762543;59;20011109 13:32;;;11 A;PARRIWI RD;THE SPIT;2088;;;20010419;20010830;3050000;A;R;RESIDENCE;;AC;;;7957348;
B;087;767177;86;20011109 13:32;;;7;UPPER SPIT RD;THE SPIT;2088;2072;M;20010517;20010809;4300000;A;R;RESIDENCE;;AC;;;7972708;
B;087;767178;87;20011109 13:32;;;;UPPER SPIT RD HOUSE NO: LOT 10;THE SPIT;2088;1197;M;20010517;20010809;1800000;A;3;GRAGE & TENNI;;AC;;;7972709;
B;087;762622;41;20020902 14:13;;2;32;PARRIWI RD;THE SPIT;2088;;;20020412;20020702;2130000;;R;RESIDENCE;2;;;;8871913;
B;087;762550;68;20020201 12:01;;;25;PARRIWI RD;THE SPIT;2088;;;20010824;20010903;3150000;A;R;RESIDENCE;;AC;;;8246201;
B;087;762612;69;20020201 12:01;;;44;PARRIWI RD;THE SPIT;2088;989.6;M;20011023;20020125;500000;A;3;;;AC;;;8307192;
B;087;762649;70;20020201 12:01;;2;18;PARRIWI RD;THE SPIT;2088;;;20011025;20011213;1370000;;3;HOME UNIT;2;;;;8237887;
B;087;757749;15;20020716 15:05;;;2;GRECIA LANE;THE SPIT;2088;695.6;M;20020307;20020607;2600000;A;R;RESIDENCE;;AC;;;8720279;
B;087;762488;31;20020716 15:05;;15;1;PARRIWI RD;THE SPIT;2088;;;20020424;20020619;287500;;R;RESIDENCE;15;;;;8721153;
B;087;762554;32;20020716 15:05;;;29 B;PARRIWI RD;THE SPIT;2088;499.5;M;20020507;20020618;3710000;A;R;RESIDENCE;;AC;;;8744056;
B;087;762597;26;20020801 13:53;;7;46 A;PARRAWI RD;THE SPIT;2088;;;20020531;20020710;2580000;;R;RESIDENCE;7;;;;8790811;
B;087;762626;27;20020801 13:53;;9;;PARRIWI RD;THE SPIT;2088;;;20020605;20020716;1620000;;R;RESIDENCE;9;;;;8800371;
B;087;762488;21;20020617 12:15;;10;1;PARRIWI RD;THE SPIT;2088;;;20020409;20020521;292000;;R;RESIDENCE;10;;;;8661302;
B;087;762649;22;20020617 12:15;;3;18;PARRIWI RD;THE SPIT;2088;;;20020406;20020520;1305000;;R;RESIDENCE;3;;;;8651748;
B;087;762622;40;20020617 12:15;;1;32;PARRIWI RD;THE SPIT;2088;;;20020228;20020506;1900000;;3;HOME UNIT;1;;;;8639270;
B;087;762622;41;20020617 12:15;;3;32;PARRIWI RD;THE SPIT;2088;;;20010827;20020418;2250000;;R;RESIDENCE;3;;;;8655328;
B;087;762668;24;20021016 11:11;;1;12;PARRIWI RD;THE SPIT;2088;;;20020726;20020918;820000;;R;RESIDENCE;1;;;;8982330;
B;087;762571;59;20021101 11:31;;;55 B;PARRIWI RD;THE SPIT;2088;864;M;20020510;20020802;4220000;A;R;RESIDENCE;;AC;;;8851159;
B;087;762623;60;20021101 11:31;;;30;PARRIWI RD;THE SPIT;2088;;;20020320;20020327;2100000;A;R;RESIDENCE;;AC;;;8477933;
B;087;762674;61;20021101 11:31;;1;8;PARRIWI RD;THE SPIT;2088;;;20020801;20020919;1200000;;R;RESIDENCE;1;;;;9056893;
B;087;757750;14;20030620 11:12;;;1 A;JAMES ST;THE SPIT;2088;930.1;M;20021129;20030430;2350000;A;R;RESIDENCE;;AC;;0;9638601;
