B;141;1491201;18;20010719 12:38;;;76;CONNELLS POINT RD;HURSTVILLE SOUTH;2221;;;20010406;20010406;150000;A;R;;;XG;;;7550156;
B;141;1491295;19;20010719 12:38;;5;81;CONNELLS POINT RD;HURSTVILLE SOUTH;2221;;;20010221;20010404;335000;;R;;5;;;;7529510;
B;141;1491574;21;20010719 12:38;;;24;CULWULLA ST;HURSTVILLE SOUTH;2221;;;20010402;20010402;0;A;3;NULL;;XG;;;7559162;
B;141;1491574;22;20010719 12:38;;;24;CULWULLA ST;HURSTVILLE SOUTH;2221;;;20010403;20010409;395000;A;R;;;XG;;;7559163;
B;141;1491811;23;20010719 12:38;;2;8;DERWENT ST;HURSTVILLE SOUTH;2221;;;20001208;20010201;247000;;R;;2;;;;7546306;
B;141;1493175;30;20010719 12:38;;13;114;GEORGE ST;HURSTVILLE SOUTH;2221;;;20010405;20010405;0;;R;;13;;;;7545672;
B;141;1493716;32;20010719 12:38;;;9;GREENACRE RD;HURSTVILLE SOUTH;2221;;;20010403;20010403;0;A;3;NULL;;AV;;;7536302;
B;141;1493717;33;20010719 12:38;;;11;GREENACRE RD;HURSTVILLE SOUTH;2221;;;20010403;20010403;0;A;3;NULL;;XG;;;7536302;
B;141;1493808;34;20010719 12:38;;4;87;GREENACRE RD;HURSTVILLE SOUTH;2221;;;20010214;20010328;335000;;R;;4;;;;7522091;
B;141;1503470;86;20010719 12:38;;;10;RICKARD RD;HURSTVILLE SOUTH;2221;499.5;M;20010329;20010329;0;A;R;;;XG;;;7521148;
B;141;1503504;88;20010719 12:38;;;1 A;RIVERVIEW AVE;HURSTVILLE SOUTH;2221;;;19901217;19901217;0;A;3;NULL;;XN;;;7547404;
B;141;1505631;95;20010719 12:38;;;32;TAVISTOCK RD;HURSTVILLE SOUTH;2221;;;20010202;20010202;0;A;R;;;XG;;;7515218;
B;141;1506029;97;20010719 12:38;;;24;THE ESPLANADE;HURSTVILLE SOUTH;2221;674.3;M;20001208;20001208;0;A;R;;;XG;;;7560663;
B;141;1507177;99;20010719 12:38;;;104;WEST ST;HURSTVILLE SOUTH;2221;;;20010313;20010401;405000;A;R;;;XF;;;7533894;
B;141;1491164;16;20011109 11:17;;;132;CONNELLS POINT RD;HURSTVILLE SOUTH;2221;;;20010529;20010725;540000;A;R;RESIDENCE;;XG;;;7817061;
B;141;1491329;17;20011109 11:17;;3;135;CONNELLS POINT RD;HURSTVILLE SOUTH;2221;;;20010602;20010827;420000;;R;RESIDENCE;3;;;;7893485;
B;141;1491353;18;20011109 11:17;;;169;CONNELLS POINT RD;HURSTVILLE SOUTH;2221;;;20010607;20010801;450000;A;R;RESIDENCE;;XG;;;7842667;
B;141;1493988;33;20011109 11:17;;;44;GROSVENOR RD;HURSTVILLE SOUTH;2221;;;20010609;20010713;275000;A;R;RESIDENCE;;XG;;;7840977;
B;141;1503490;76;20011109 11:17;;;5;RIVERSDALE AVE;HURSTVILLE SOUTH;2221;499.5;M;20010611;20010730;560000;A;R;RESIDENCE;;XN;;;7820162;
B;141;1504228;80;20011109 11:17;;3;1;ROSSI ST;HURSTVILLE SOUTH;2221;;;20010620;20010801;290000;;R;RESIDENCE;3;;;;7831127;
B;141;1504273;81;20011109 11:17;;4;4;ROSSI ST;HURSTVILLE SOUTH;2221;;;20010626;20010807;220000;;R;RESIDENCE;4;;;;7855967;
B;141;1507631;94;20011109 11:17;;;19;WISDOM ST;HURSTVILLE SOUTH;2221;588.1;M;20010503;20010801;665000;A;R;RESIDENCE;;XN;;;7827298;
B;141;1508139;98;20011109 11:17;;7;141;WONIORA RD;HURSTVILLE SOUTH;2221;;;20010621;20010802;150000;;R;RESIDENCE;7;;;;7849493;
B;141;1489947;13;20020102 13:24;;;1;BORONIA ST;HURSTVILLE SOUTH;2221;;;20010412;20010501;242500;A;R;RESIDENCE;;XN;;;7610481;
B;141;1491208;19;20020102 13:24;;;52;CONNELLS POINT RD;HURSTVILLE SOUTH;2221;;;20010508;20010808;290000;B;3;SHOP;;BE;;;7840992;
B;141;1491897;22;20020102 13:24;;;20;DUGGAN CRES;HURSTVILLE SOUTH;2221;803;M;20010127;20010507;790000;A;R;RESIDENCE;;XG;;;7631131;
B;141;1496711;48;20020102 13:24;;;834;KING GEORGES RD;HURSTVILLE SOUTH;2221;;;20010906;20010907;220000;A;R;RESIDENCE;;MH;;;8189490;
B;141;1498912;57;20020102 13:24;;;74;MORSHEAD DR;HURSTVILLE SOUTH;2221;1809.4;M;20010921;20011102;688000;A;R;RESIDENCE;;XG;;;8166177;
B;141;1502070;75;20020102 13:24;;;167;QUEENS RD;HURSTVILLE SOUTH;2221;;;20010512;20010709;1200000;A;R;RESIDENCE;;XL;;;7758655;
B;141;1503554;88;20020102 13:24;;;18;RIVERVIEW AVE;HURSTVILLE SOUTH;2221;;;20011027;20011210;600000;A;R;RESIDENCE;;XN;;;8208888;
B;141;1505590;102;20020102 13:24;;;35;TAVISTOCK RD;HURSTVILLE SOUTH;2221;;;20010919;20011128;493000;A;R;RESIDENCE;;XG;;;8180226;
B;141;1505645;103;20020102 13:24;;;1;TAWARRI CRES;HURSTVILLE SOUTH;2221;455.3;M;20011004;20011217;876000;A;R;RESIDENCE;;XN;;;8215385;
B;141;1505741;104;20020102 13:24;;;153;TERRY ST;HURSTVILLE SOUTH;2221;;;20011002;20011130;676000;A;R;RESIDENCE;;XG;;;8174837;
B;141;1505749;105;20020102 13:24;;;169;TERRY ST;HURSTVILLE SOUTH;2221;;;20011026;20011207;590250;A;R;RESIDENCE;;XG;;;8202717;
B;141;1505839;106;20020102 13:24;;;122;TERRY ST;HURSTVILLE SOUTH;2221;;;20010331;20010511;510000;A;R;RESIDENCE;;XN;;;7621784;
B;141;2857417;135;20020102 13:24;;;;ROSE AVE;HURSTVILLE SOUTH;2221;777.2;M;20010714;20011108;1250000;;R;RESIDENCE;;;;;8183287;
B;141;1489724;15;20011109 09:09;;;60;BLAKESLEY RD;HURSTVILLE SOUTH;2221;;;20010411;20010629;400000;A;R;RESIDENCE;;XM;;;7741430;
B;141;1491194;20;20011109 09:09;;;86;CONNELLS POINT RD;HURSTVILLE SOUTH;2221;556.4;M;20010409;20010612;340000;A;V;VACANT LAND;;XG;;;7747897;
B;141;1491318;21;20011109 09:09;;;119;CONNELLS POINT RD;HURSTVILLE SOUTH;2221;;;20010531;20010629;550000;A;R;RESIDENCE;;XG;;;7733955;
B;141;1491818;23;20011109 09:09;;3;6;DERWENT ST;HURSTVILLE SOUTH;2221;;;20010531;20010629;235000;;R;RESIDENCE;3;;;;7764737;
B;141;1493170;27;20011109 09:10;;;121;GEORGE ST;HURSTVILLE SOUTH;2221;;;20010602;20010717;536000;A;R;RESIDENCE;;XF;;;7801922;
B;141;1496591;44;20011109 09:10;;5;883;KING GEORGES RD;HURSTVILLE SOUTH;2221;;;20010518;20010615;338000;;R;RESIDENCE;5;;;;7763053;
B;141;1503442;83;20011109 09:10;;;40;RICKARD RD;HURSTVILLE SOUTH;2221;;;20010525;20010712;530000;A;R;RESIDENCE;;XG;;;7760961;
B;141;1503470;84;20011109 09:10;;;10;RICKARD RD;HURSTVILLE SOUTH;2221;499.5;M;20010528;20010709;435000;A;R;RESIDENCE;;XG;;;7783371;
B;141;1504246;88;20011109 09:10;;9;9;ROSSI ST;HURSTVILLE SOUTH;2221;;;20001222;20010209;195000;;3;;9;;XA;;7418406;
B;141;1504259;89;20011109 09:10;;5;8;ROSSI ST;HURSTVILLE SOUTH;2221;;;20010529;20010710;213300;;R;RESIDENCE;5;;;;7783673;
B;141;1505642;102;20011109 09:10;;;10;TAVISTOCK RD;HURSTVILLE SOUTH;2221;;;20010602;20010709;355000;A;R;RESIDENCE;;XG;;;7770178;
B;141;1491304;18;20010720 10:12;;;91;CONNELLS POINT RD;HURSTVILLE SOUTH;2221;;;20010606;20010606;0;A;R;;;XG;;;7672981;
B;141;1491811;22;20010720 10:12;;3;8;DERWENT ST;HURSTVILLE SOUTH;2221;;;20010402;20010514;258000;;R;;3;;;;7688084;
B;141;1491811;23;20010720 10:12;;4;8;DERWENT ST;HURSTVILLE SOUTH;2221;;;20010323;20010504;259000;;R;;4;;;;7676619;
B;141;1493112;36;20010720 10:12;;;5;GEORGE ST;HURSTVILLE SOUTH;2221;;;20010419;20010601;468800;A;R;;;XF;;;7669336;
B;141;1493197;37;20010720 10:12;;7;;GEORGE ST HOUSE NO:   98 100;HURSTVILLE SOUTH;2221;;;20010323;20010504;350000;;R;;7;;;;7665532;
B;141;1502056;104;20010720 10:12;;;141;QUEENS RD;HURSTVILLE SOUTH;2221;752.5;M;20001117;20010119;1000000;A;3;;;XL;AC;;7379962;
B;141;1504273;124;20010720 10:12;;5;4;ROSSI ST;HURSTVILLE SOUTH;2221;;;20010510;20010607;200000;;R;;5;;;;7686760;
B;141;1505606;132;20010720 10:12;;;63;TAVISTOCK RD;HURSTVILLE SOUTH;2221;;;20010327;20010503;860000;A;R;;;XG;;;7720724;
B;141;1507633;138;20010720 10:12;;;40;WISDOM ST;HURSTVILLE SOUTH;2221;480.6;M;20010514;20010608;585000;A;R;;;XN;;;7703195;
B;141;1489806;10;20010822 13:23;;;91;BLAKESLEY RD;HURSTVILLE SOUTH;2221;;;20010306;20010306;145000;A;R;;;XM;;;7653214;
